"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","ROC_AUC_valid"
"45",50,3,0.1,0.8,10,1,0.6,0.736705194564081
"46",1000,5,0.1,0.8,10,1,0.6,0.75698015547201
"47",50,5,0.05,0.7,1,0,0.7,0.736371091393022
"48",1000,5,0.05,0.7,1,0,0.7,0.754496188422985
"49",50,3,0.01,0.6,5,0,0.7,0.711548726246665
"50",1000,3,0.01,0.6,5,0,0.7,0.748624775330622
"51",500,5,0.1,0.6,5,0,0.7,0.756374368404963
"52",1000,5,0.01,0.7,5,0,0.7,0.751192368203301
"53",500,3,0.05,0.7,5,0,0.7,0.750720222404679
"54",50,5,0.1,0.6,10,0,0.7,0.743461680967083
"55",1000,5,0.1,0.7,10,0,0.7,0.752097747784516
"56",500,3,0.05,0.8,10,0,0.7,0.747482222510311
"57",50,3,0.05,0.6,1,0.1,0.7,0.732064861629271
"58",100,5,0.05,0.6,1,0.1,0.7,0.751216175555011
"59",500,5,0.05,0.6,1,0.1,0.7,0.763757648361814
"60",50,3,0.1,0.7,1,0.1,0.7,0.740954806844354
"61",100,5,0.1,0.7,1,0.1,0.7,0.755677953351995
"62",100,3,0.01,0.8,1,0.1,0.7,0.708371145009579
"63",100,3,0.1,0.8,1,0.1,0.7,0.743557510559261
"64",1000,5,0.01,0.6,5,0.1,0.7,0.753155974564946
"65",50,3,0.1,0.6,5,0.1,0.7,0.735474314468308
"66",500,3,0.01,0.7,5,0.1,0.7,0.73795007898439
"67",100,5,0.1,0.8,5,0.1,0.7,0.752271401408755
"68",50,3,0.05,0.6,10,0.1,0.7,0.731044646586866
"69",1000,3,0.01,0.7,10,0.1,0.7,0.745831112647586
"70",100,3,0.05,0.7,10,0.1,0.7,0.744743376754742
"71",500,5,0.05,0.7,10,0.1,0.7,0.766180796629999
"72",1000,3,0.01,0.8,10,0.1,0.7,0.744672754946728
"73",100,5,0.01,0.8,1,1,0.7,0.729299207595305
"74",100,5,0.05,0.8,1,1,0.7,0.742113864761438
"75",1000,3,0.01,0.6,5,1,0.7,0.748658785833065
"76",500,5,0.05,0.6,5,1,0.7,0.766938430587365
"77",500,5,0.01,0.7,5,1,0.7,0.742036740945604
"78",500,3,0.1,0.8,5,1,0.7,0.755754176889824
"79",500,3,0.05,0.6,10,1,0.7,0.757246237638183
"80",1000,5,0.05,0.6,10,1,0.7,0.75579618986343
"81",100,5,0.1,0.6,10,1,0.7,0.739718525080545
"82",50,3,0.01,0.7,10,1,0.7,0.715234064279049
"83",500,5,0.05,0.7,10,1,0.7,0.761892272333697
"84",100,5,0.05,0.8,10,1,0.7,0.737807234874129
"85",500,5,0.1,0.8,10,1,0.7,0.750922284801547
"86",1000,5,0.1,0.8,10,1,0.7,0.75254998743612
"87",100,3,0.1,0.6,1,0,0.8,0.754842795455237
"88",50,3,0.01,0.7,1,0,0.8,0.719861893352667
"89",500,3,0.01,0.7,1,0,0.8,0.744079471740874
"90",100,5,0.01,0.7,1,0,0.8,0.735884241053637
"91",50,3,0.1,0.7,1,0,0.8,0.744436281923858
"92",500,5,0.01,0.6,5,0,0.8,0.745651857293532
"93",100,5,0.1,0.7,5,0,0.8,0.751576586850019
"94",500,3,0.05,0.8,5,0,0.8,0.759232851104421
"95",1000,5,0.01,0.6,10,0,0.8,0.756686664842103
"96",100,3,0.05,0.6,10,0,0.8,0.748463725598465
"97",1000,3,0.05,0.6,10,0,0.8,0.754521796330707
"98",1000,5,0.05,0.6,10,0,0.8,0.762070527378855
"99",50,5,0.1,0.6,10,0,0.8,0.747576451608257
"100",1000,3,0.05,0.7,10,0,0.8,0.757412088853038
"101",50,5,0.05,0.8,10,0,0.8,0.732150788163385
"102",100,5,0.05,0.8,10,0,0.8,0.741767357760076
"103",1000,3,0.01,0.7,1,0.1,0.8,0.754322534798746
"104",500,5,0.1,0.7,1,0.1,0.8,0.77455498257862
"105",500,3,0.01,0.6,5,0.1,0.8,0.747642471995352
"106",500,5,0.05,0.6,5,0.1,0.8,0.764626116544789
"107",100,5,0.01,0.7,5,0.1,0.8,0.733345006938142
"108",500,3,0.1,0.7,5,0.1,0.8,0.761806845954031
"109",500,5,0.05,0.7,10,0.1,0.8,0.763007816813832
"110",500,3,0.05,0.8,10,0.1,0.8,0.756960849510329
"111",100,5,0.05,0.8,1,1,0.8,0.752660321507281
"112",500,5,0.1,0.8,1,1,0.8,0.755783786033127
"113",500,5,0.05,0.7,5,1,0.8,0.770520936865304
"114",100,3,0.1,0.7,5,1,0.8,0.754074858316248
"115",50,3,0.05,0.6,10,1,0.8,0.730200986064497
"116",100,3,0.1,0.7,10,1,0.8,0.74666507017367
"117",100,5,0.05,0.8,10,1,0.8,0.744018352867365
"118",100,3,0.1,0.8,10,1,0.8,0.746235137410432
