"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","ROC_AUC_valid"
"58",1000,3,0.05,0.6,10,1,0.6,0.765898909583279
"59",500,5,0.05,0.6,5,0.1,0.8,0.758894346574222
"60",50,5,0.05,0.8,5,0.1,0.6,0.72188451793914
"61",100,3,0.1,0.8,1,0.1,0.7,0.741815872741503
"62",50,3,0.01,0.8,1,0,0.6,0.714245358966849
"63",50,3,0.05,0.8,10,0,0.6,0.729163565709091
"64",500,3,0.01,0.7,5,0.1,0.7,0.734133100301373
"65",50,3,0.01,0.6,10,0.1,0.6,0.704736822730859
"66",100,5,0.01,0.6,5,0.1,0.6,0.727733123988688
"67",50,5,0.05,0.8,1,0.1,0.6,0.737328887160355
"68",500,5,0.05,0.7,10,0.1,0.8,0.766871209829595
"69",50,3,0.1,0.7,1,0,0.6,0.750144844728052
"70",500,5,0.1,0.6,5,0,0.7,0.748667988674903
"71",100,3,0.1,0.7,10,0.1,0.6,0.760871357075065
"72",1000,3,0.01,0.7,5,0.1,0.6,0.744026555400308
"73",500,5,0.1,0.7,1,0.1,0.8,0.762604292205433
"74",1000,5,0.1,0.7,10,0,0.7,0.777468082143766
"75",1000,3,0.05,0.6,10,0,0.8,0.764005524906091
"76",100,5,0.05,0.6,1,0.1,0.7,0.77071039537009
"77",500,3,0.05,0.8,10,0,0.7,0.745973556634289
"78",1000,5,0.01,0.8,5,1,0.6,0.750991906300666
"79",100,5,0.1,0.7,1,0.1,0.7,0.756538419063807
"80",100,5,0.05,0.7,1,0,0.6,0.753486276562202
"81",500,5,0.01,0.6,5,0,0.8,0.744875617590712
"82",500,5,0.01,0.7,5,1,0.7,0.736837135307383
"83",1000,5,0.01,0.7,5,0,0.7,0.74900249196952
"84",50,3,0.1,0.7,1,0,0.8,0.744112581965311
"85",100,5,0.05,0.6,10,0.1,0.6,0.731640730657627
"86",100,3,0.1,0.8,10,1,0.8,0.739672810964026
"87",50,3,0.05,0.6,5,0.1,0.6,0.733420880367858
"88",100,3,0.1,0.8,5,0,0.6,0.766609128899004
"89",1000,3,0.01,0.6,5,0,0.7,0.755005145588958
"90",50,5,0.01,0.6,1,0.1,0.6,0.716066321280011
"91",50,5,0.01,0.7,10,0,0.6,0.708523992208794
"92",100,5,0.05,0.6,5,0.1,0.6,0.736637873775422
"93",500,5,0.05,0.7,10,0,0.6,0.754899913093163
"94",500,3,0.05,0.7,5,0,0.7,0.760626881581032
"95",50,3,0.01,0.6,5,0,0.7,0.711424487881858
"96",1000,3,0.01,0.7,1,0.1,0.8,0.747232345348244
"97",100,5,0.01,0.7,5,0.1,0.8,0.73181358403475
"98",50,3,0.01,0.7,1,0,0.8,0.711969056044507
"99",1000,5,0.05,0.6,10,1,0.7,0.749172144358178
"100",100,5,0.1,0.8,5,0.1,0.7,0.734200321059143
"101",50,3,0.1,0.8,10,1,0.6,0.730857688854318
"102",500,5,0.1,0.8,10,1,0.7,0.77322357143886
"103",500,3,0.05,0.7,10,0.1,0.6,0.767441786023524
"104",1000,5,0.01,0.6,10,0,0.8,0.75486590259072
"105",1000,5,0.05,0.8,1,0,0.6,0.776846290134394
"106",100,5,0.1,0.7,5,0,0.8,0.765968531082398
"107",1000,3,0.1,0.6,5,0,0.6,0.75375996107598
"108",500,5,0.05,0.6,1,0.1,0.7,0.763362926471694
"109",50,3,0.01,0.6,1,1,0.6,0.713255053160416
"110",100,5,0.01,0.8,1,1,0.7,0.722294644586248
"111",100,5,0.05,0.8,10,1,0.7,0.734678468711138
"112",1000,5,0.1,0.8,10,1,0.7,0.758189328864753
"113",500,3,0.05,0.8,10,0.1,0.8,0.758483819803555
"114",100,5,0.05,0.8,10,1,0.8,0.745883128710146
"115",50,5,0.05,0.8,10,0,0.8,0.724523732928728
"116",1000,5,0.05,0.7,1,0,0.7,0.764551293439414
"117",500,5,0.05,0.7,5,1,0.8,0.765320731041746
"118",500,3,0.1,0.6,10,0.1,0.6,0.746070386535362
"119",100,5,0.01,0.7,1,0,0.8,0.731947225303174
"120",100,3,0.1,0.7,10,1,0.8,0.726412716246777
