"","nrounds","max_depth","eta","subsample","min_child_weight","gamma","colsample_bylevel","ROC_AUC_valid"
"81",500,5,0.01,0.6,5,0,0.8,0.757325862226255
"82",500,5,0.01,0.7,5,1,0.7,0.756488003495479
"83",1000,5,0.01,0.7,5,0,0.7,0.767269732893518
"84",50,3,0.1,0.7,1,0,0.8,0.722808003111361
"85",100,5,0.05,0.6,10,0.1,0.6,0.746809814870832
"86",100,3,0.1,0.8,10,1,0.8,0.78199267933938
"87",50,3,0.05,0.6,5,0.1,0.6,0.745042869238021
"88",100,3,0.1,0.8,5,0,0.6,0.758062889820377
"89",1000,3,0.01,0.6,5,0,0.7,0.760267570625809
"90",50,5,0.01,0.6,1,0.1,0.6,0.745384574756685
"91",50,5,0.01,0.7,10,0,0.6,0.730245499810341
"92",100,5,0.05,0.6,5,0.1,0.6,0.7503164977345
"93",500,5,0.05,0.7,10,0,0.6,0.767338154021962
"94",500,3,0.05,0.7,5,0,0.7,0.775903599031381
"95",50,3,0.01,0.6,5,0,0.7,0.739078627480166
"96",1000,3,0.01,0.7,1,0.1,0.8,0.765091460242923
"97",100,5,0.01,0.7,5,0.1,0.8,0.745992362441522
"98",50,3,0.01,0.7,1,0,0.8,0.763062033555962
"99",1000,5,0.05,0.6,10,1,0.7,0.764815374987796
"100",100,5,0.1,0.8,5,0.1,0.7,0.752635213754007
"101",50,3,0.1,0.8,10,1,0.6,0.746667771007687
"102",500,5,0.1,0.8,10,1,0.7,0.759936268319657
"103",500,3,0.05,0.7,10,0.1,0.6,0.78271050100271
"104",1000,5,0.01,0.6,10,0,0.8,0.766302234129899
"105",1000,5,0.05,0.8,1,0,0.6,0.763794259667385
"106",100,5,0.1,0.7,5,0,0.8,0.766532705299396
"107",1000,3,0.1,0.6,5,0,0.6,0.779744785189667
"108",500,5,0.05,0.6,1,0.1,0.7,0.767923534787542
"109",50,3,0.01,0.6,1,1,0.6,0.729754948328044
"110",100,5,0.01,0.8,1,1,0.7,0.751239182659605
"111",100,5,0.05,0.8,10,1,0.7,0.764724947063653
"112",1000,5,0.1,0.8,10,1,0.7,0.750484549628925
"113",500,3,0.05,0.8,10,0.1,0.8,0.775422650514479
"114",100,5,0.05,0.8,10,1,0.8,0.754472981256612
"115",50,5,0.05,0.8,10,0,0.8,0.765254310531092
"116",1000,5,0.05,0.7,1,0,0.7,0.769015071854189
"117",500,5,0.05,0.7,5,1,0.8,0.776559001419638
"118",500,3,0.1,0.6,10,0.1,0.6,0.773582082146967
"119",100,5,0.01,0.7,1,0,0.8,0.741114056020499
"120",100,3,0.1,0.7,10,1,0.8,0.768414886516956
